home,away,home_goals,away_goals,date,league
montpellier,psg,2,6,2024-03-17,Ligue 1
lille,lens,2,1,2024-03-29,Ligue 1
metz,monaco,2,5,2024-03-30,Ligue 1
lyon,reims,1,1,2024-03-30,Ligue 1
lorient,brest,0,1,2024-03-31,Ligue 1
clermont,toulouse,0,3,2024-03-31,Ligue 1
le havre,montpellier,0,2,2024-03-31,Ligue 1
nice,nantes,1,2,2024-03-31,Ligue 1
strasbourg,rennes,2,0,2024-03-31,Ligue 1
marseille,psg,0,2,2024-03-31,Ligue 1
lille,marseille,3,1,2024-04-05,Ligue 1
lens,le havre,1,1,2024-04-06,Ligue 1
psg,clermont,1,1,2024-04-06,Ligue 1
brest,metz,4,3,2024-04-07,Ligue 1
montpellier,lorient,2,0,2024-04-07,Ligue 1
reims,nice,0,0,2024-04-07,Ligue 1
toulouse,strasbourg,0,0,2024-04-07,Ligue 1
monaco,rennes,1,0,2024-04-07,Ligue 1
nantes,lyon,1,3,2024-04-07,Ligue 1
metz,lens,2,1,2024-04-12,Ligue 1
strasbourg,reims,3,1,2024-04-13,Ligue 1
rennes,toulouse,1,2,2024-04-13,Ligue 1
le havre,nantes,0,1,2024-04-14,Ligue 1
clermont,montpellier,1,1,2024-04-14,Ligue 1
lyon,brest,4,3,2024-04-14,Ligue 1
nice,lorient,3,0,2024-04-19,Ligue 1
nantes,rennes,0,3,2024-04-20,Ligue 1
lens,clermont,1,0,2024-04-20,Ligue 1
le havre,metz,0,1,2024-04-21,Ligue 1
lille,strasbourg,1,0,2024-04-21,Ligue 1
reims,montpellier,1,2,2024-04-21,Ligue 1
brest,monaco,0,2,2024-04-21,Ligue 1
toulouse,marseille,2,2,2024-04-21,Ligue 1
psg,lyon,4,1,2024-04-21,Ligue 1
lorient,psg,1,4,2024-04-24,Ligue 1
marseille,nice,2,2,2024-04-24,Ligue 1
monaco,lille,1,0,2024-04-24,Ligue 1
montpellier,nantes,1,1,2024-04-26,Ligue 1
psg,le havre,3,3,2024-04-27,Ligue 1
metz,lille,1,2,2024-04-28,Ligue 1
clermont,reims,4,1,2024-04-28,Ligue 1
lorient,toulouse,1,2,2024-04-28,Ligue 1
strasbourg,nice,1,3,2024-04-28,Ligue 1
rennes,brest,4,5,2024-04-28,Ligue 1
lyon,monaco,3,2,2024-04-28,Ligue 1
marseille,lens,2,1,2024-04-28,Ligue 1
toulouse,montpellier,1,2,2024-05-03,Ligue 1
lens,lorient,2,0,2024-05-03,Ligue 1
le havre,strasbourg,3,1,2024-05-04,Ligue 1
monaco,clermont,4,1,2024-05-04,Ligue 1
metz,rennes,2,3,2024-05-04,Ligue 1
brest,nantes,0,0,2024-05-04,Ligue 1
lille,lyon,3,4,2024-05-06,Ligue 1
brest,reims,1,1,2024-05-10,Ligue 1
nice,le havre,1,0,2024-05-10,Ligue 1
clermont,lyon,0,1,2024-05-12,Ligue 1
marseille,lorient,3,1,2024-05-12,Ligue 1
montpellier,monaco,0,2,2024-05-12,Ligue 1
nantes,lille,1,2,2024-05-12,Ligue 1
psg,toulouse,1,3,2024-05-12,Ligue 1
rennes,lens,1,1,2024-05-12,Ligue 1
strasbourg,metz,2,1,2024-05-12,Ligue 1
nice,psg,1,2,2024-05-15,Ligue 1
reims,marseille,1,0,2024-05-15,Ligue 1
le havre,marseille,1,2,2024-05-19,Ligue 1
lens,montpellier,2,2,2024-05-19,Ligue 1
lille,nice,2,2,2024-05-19,Ligue 1
lorient,clermont,5,0,2024-05-19,Ligue 1
lyon,strasbourg,2,1,2024-05-19,Ligue 1
metz,psg,0,2,2024-05-19,Ligue 1
monaco,nantes,4,0,2024-05-19,Ligue 1
reims,rennes,2,1,2024-05-19,Ligue 1
toulouse,brest,0,3,2024-05-19,Ligue 1
lyon,ajaccio,2,1,2022-08-05,Ligue 1
strasbourg,monaco,1,2,2022-08-06,Ligue 1
clermont,psg,0,5,2022-08-06,Ligue 1
toulouse,nice,1,1,2022-08-07,Ligue 1
angers,nantes,0,0,2022-08-07,Ligue 1
lens,brest,3,2,2022-08-07,Ligue 1
lille,auxerre,4,1,2022-08-07,Ligue 1
montpellier,troyes,3,2,2022-08-07,Ligue 1
rennes,lorient,0,1,2022-08-07,Ligue 1
marseille,reims,4,1,2022-08-07,Ligue 1
nantes,lille,1,1,2022-08-12,Ligue 1
monaco,rennes,1,1,2022-08-13,Ligue 1
psg,montpellier,5,2,2022-08-13,Ligue 1
ajaccio,lens,0,0,2022-08-14,Ligue 1
auxerre,angers,2,2,2022-08-14,Ligue 1
reims,clermont,2,4,2022-08-14,Ligue 1
troyes,toulouse,0,3,2022-08-14,Ligue 1
nice,strasbourg,1,1,2022-08-14,Ligue 1
brest,marseille,1,1,2022-08-14,Ligue 1
lyon,troyes,4,1,2022-08-19,Ligue 1
monaco,lens,1,4,2022-08-20,Ligue 1
marseille,nantes,2,1,2022-08-20,Ligue 1
strasbourg,reims,1,1,2022-08-21,Ligue 1
angers,brest,1,3,2022-08-21,Ligue 1
clermont,nice,1,0,2022-08-21,Ligue 1
montpellier,auxerre,1,2,2022-08-21,Ligue 1
toulouse,lorient,2,2,2022-08-21,Ligue 1
rennes,ajaccio,2,1,2022-08-21,Ligue 1
lille,psg,1,7,2022-08-21,Ligue 1
ajaccio,lille,1,3,2022-08-26,Ligue 1
auxerre,strasbourg,1,0,2022-08-27,Ligue 1
lens,rennes,2,1,2022-08-27,Ligue 1
nantes,toulouse,3,1,2022-08-28,Ligue 1
brest,montpellier,0,7,2022-08-28,Ligue 1
lorient,clermont,2,1,2022-08-28,Ligue 1
nice,marseille,0,3,2022-08-28,Ligue 1
troyes,angers,3,1,2022-08-28,Ligue 1
reims,lyon,1,1,2022-08-28,Ligue 1
psg,monaco,1,1,2022-08-28,Ligue 1
angers,reims,2,4,2022-08-31,Ligue 1
lyon,auxerre,2,1,2022-08-31,Ligue 1
monaco,troyes,2,4,2022-08-31,Ligue 1
montpellier,ajaccio,2,0,2022-08-31,Ligue 1
strasbourg,nantes,1,1,2022-08-31,Ligue 1
lens,lorient,5,2,2022-08-31,Ligue 1
lille,nice,1,2,2022-08-31,Ligue 1
marseille,clermont,1,0,2022-08-31,Ligue 1
rennes,brest,3,1,2022-08-31,Ligue 1
toulouse,psg,0,3,2022-08-31,Ligue 1
auxerre,marseille,0,2,2022-09-03,Ligue 1
lyon,angers,5,0,2022-09-03,Ligue 1
nantes,psg,0,3,2022-09-03,Ligue 1
montpellier,lille,1,3,2022-09-04,Ligue 1
ajaccio,lorient,0,1,2022-09-04,Ligue 1
brest,strasbourg,1,1,2022-09-04,Ligue 1
clermont,toulouse,2,0,2022-09-04,Ligue 1
reims,lens,1,1,2022-09-04,Ligue 1
troyes,rennes,1,1,2022-09-04,Ligue 1
nice,monaco,0,1,2022-09-04,Ligue 1
lorient,lyon,3,1,2022-09-07,Ligue 1
lens,troyes,1,0,2022-09-09,Ligue 1
psg,brest,1,0,2022-09-10,Ligue 1
marseille,lille,2,1,2022-09-10,Ligue 1
strasbourg,clermont,0,0,2022-09-11,Ligue 1
ajaccio,nice,0,1,2022-09-11,Ligue 1
angers,montpellier,2,1,2022-09-11,Ligue 1
lorient,nantes,3,2,2022-09-11,Ligue 1
toulouse,reims,1,0,2022-09-11,Ligue 1
rennes,auxerre,5,0,2022-09-11,Ligue 1
monaco,lyon,2,1,2022-09-11,Ligue 1
auxerre,lorient,1,3,2022-09-16,Ligue 1
montpellier,strasbourg,2,1,2022-09-17,Ligue 1
lille,toulouse,2,1,2022-09-17,Ligue 1
reims,monaco,0,3,2022-09-18,Ligue 1
brest,ajaccio,0,1,2022-09-18,Ligue 1
clermont,troyes,1,3,2022-09-18,Ligue 1
marseille,rennes,1,1,2022-09-18,Ligue 1
nice,angers,0,1,2022-09-18,Ligue 1
nantes,lens,0,0,2022-09-18,Ligue 1
lyon,psg,0,1,2022-09-18,Ligue 1
angers,marseille,0,3,2022-09-30,Ligue 1
strasbourg,rennes,1,3,2022-10-01,Ligue 1
psg,nice,2,1,2022-10-01,Ligue 1
lorient,lille,2,1,2022-10-02,Ligue 1
ajaccio,clermont,1,3,2022-10-02,Ligue 1
auxerre,brest,1,1,2022-10-02,Ligue 1
toulouse,montpellier,4,2,2022-10-02,Ligue 1
troyes,reims,2,2,2022-10-02,Ligue 1
monaco,nantes,4,1,2022-10-02,Ligue 1
lens,lyon,1,0,2022-10-02,Ligue 1
lyon,toulouse,1,1,2022-10-07,Ligue 1
marseille,ajaccio,1,2,2022-10-08,Ligue 1
reims,psg,0,0,2022-10-08,Ligue 1
montpellier,monaco,0,2,2022-10-09,Ligue 1
angers,strasbourg,2,3,2022-10-09,Ligue 1
brest,lorient,1,2,2022-10-09,Ligue 1
clermont,auxerre,2,1,2022-10-09,Ligue 1
nice,troyes,3,2,2022-10-09,Ligue 1
rennes,nantes,3,0,2022-10-09,Ligue 1
lille,lens,1,0,2022-10-09,Ligue 1
strasbourg,lille,0,3,2022-10-14,Ligue 1
lorient,reims,0,0,2022-10-15,Ligue 1
lens,montpellier,1,0,2022-10-15,Ligue 1
toulouse,angers,3,2,2022-10-16,Ligue 1
auxerre,nice,1,1,2022-10-16,Ligue 1
nantes,brest,4,1,2022-10-16,Ligue 1
rennes,lyon,3,2,2022-10-16,Ligue 1
troyes,ajaccio,1,1,2022-10-16,Ligue 1
monaco,clermont,1,1,2022-10-16,Ligue 1
psg,marseille,1,0,2022-10-16,Ligue 1
ajaccio,psg,0,3,2022-10-21,Ligue 1
montpellier,lyon,1,2,2022-10-22,Ligue 1
marseille,lens,0,1,2022-10-22,Ligue 1
angers,rennes,1,2,2022-10-23,Ligue 1
clermont,brest,1,3,2022-10-23,Ligue 1
reims,auxerre,2,1,2022-10-23,Ligue 1
toulouse,strasbourg,2,2,2022-10-23,Ligue 1
troyes,lorient,2,2,2022-10-23,Ligue 1
nice,nantes,1,1,2022-10-23,Ligue 1
lille,monaco,4,3,2022-10-23,Ligue 1
lens,toulouse,3,0,2022-10-28,Ligue 1
psg,troyes,4,3,2022-10-29,Ligue 1
strasbourg,marseille,2,2,2022-10-29,Ligue 1
auxerre,ajaccio,1,0,2022-10-30,Ligue 1
brest,reims,0,0,2022-10-30,Ligue 1
monaco,angers,2,0,2022-10-30,Ligue 1
nantes,clermont,1,1,2022-10-30,Ligue 1
rennes,montpellier,3,0,2022-10-30,Ligue 1
lorient,nice,1,2,2022-10-30,Ligue 1
lyon,lille,1,0,2022-10-30,Ligue 1
troyes,auxerre,1,1,2022-11-04,Ligue 1
ajaccio,strasbourg,4,2,2022-11-05,Ligue 1
angers,lens,1,2,2022-11-05,Ligue 1
lorient,psg,1,2,2022-11-06,Ligue 1
clermont,montpellier,1,1,2022-11-06,Ligue 1
nice,brest,1,0,2022-11-06,Ligue 1
reims,nantes,1,0,2022-11-06,Ligue 1
toulouse,monaco,0,2,2022-11-06,Ligue 1
lille,rennes,1,1,2022-11-06,Ligue 1
marseille,lyon,1,0,2022-11-06,Ligue 1
lyon,nice,1,1,2022-11-11,Ligue 1
lens,clermont,2,1,2022-11-12,Ligue 1
rennes,toulouse,2,1,2022-11-12,Ligue 1
psg,auxerre,5,0,2022-11-13,Ligue 1
brest,troyes,2,1,2022-11-13,Ligue 1
lille,angers,1,0,2022-11-13,Ligue 1
montpellier,reims,1,1,2022-11-13,Ligue 1
nantes,ajaccio,2,2,2022-11-13,Ligue 1
strasbourg,lorient,1,1,2022-11-13,Ligue 1
monaco,marseille,2,3,2022-11-13,Ligue 1
ajaccio,angers,1,0,2022-12-28,Ligue 1
troyes,nantes,0,0,2022-12-28,Ligue 1
auxerre,monaco,2,3,2022-12-28,Ligue 1
clermont,lille,0,2,2022-12-28,Ligue 1
brest,lyon,2,4,2022-12-28,Ligue 1
psg,strasbourg,2,1,2022-12-28,Ligue 1
lorient,montpellier,0,2,2022-12-29,Ligue 1
reims,rennes,3,1,2022-12-29,Ligue 1
marseille,toulouse,6,1,2022-12-29,Ligue 1
nice,lens,0,0,2022-12-29,Ligue 1
angers,lorient,1,2,2023-01-01,Ligue 1
monaco,brest,1,0,2023-01-01,Ligue 1
nantes,auxerre,1,0,2023-01-01,Ligue 1
toulouse,ajaccio,2,0,2023-01-01,Ligue 1
lyon,clermont,0,1,2023-01-01,Ligue 1
lens,psg,3,1,2023-01-01,Ligue 1
strasbourg,troyes,2,3,2023-01-02,Ligue 1
lille,reims,1,1,2023-01-02,Ligue 1
montpellier,marseille,1,2,2023-01-02,Ligue 1
rennes,nice,2,1,2023-01-02,Ligue 1
ajaccio,reims,0,1,2023-01-11,Ligue 1
auxerre,toulouse,0,5,2023-01-11,Ligue 1
brest,lille,0,0,2023-01-11,Ligue 1
clermont,rennes,2,1,2023-01-11,Ligue 1
nantes,lyon,0,0,2023-01-11,Ligue 1
lorient,monaco,2,2,2023-01-11,Ligue 1
nice,montpellier,6,1,2023-01-11,Ligue 1
psg,angers,2,0,2023-01-11,Ligue 1
strasbourg,lens,2,2,2023-01-11,Ligue 1
troyes,marseille,0,2,2023-01-11,Ligue 1
lens,auxerre,1,0,2023-01-14,Ligue 1
marseille,lorient,3,1,2023-01-14,Ligue 1
lyon,strasbourg,1,2,2023-01-14,Ligue 1
lille,troyes,5,1,2023-01-15,Ligue 1
angers,clermont,1,2,2023-01-15,Ligue 1
montpellier,nantes,0,3,2023-01-15,Ligue 1
reims,nice,0,0,2023-01-15,Ligue 1
toulouse,brest,1,1,2023-01-15,Ligue 1
monaco,ajaccio,7,1,2023-01-15,Ligue 1
rennes,psg,1,0,2023-01-15,Ligue 1
lorient,rennes,2,1,2023-01-27,Ligue 1
troyes,lens,1,1,2023-01-28,Ligue 1
marseille,monaco,1,1,2023-01-28,Ligue 1
nice,lille,1,0,2023-01-29,Ligue 1
auxerre,montpellier,0,2,2023-01-29,Ligue 1
brest,angers,4,0,2023-01-29,Ligue 1
clermont,nantes,0,0,2023-01-29,Ligue 1
strasbourg,toulouse,1,2,2023-01-29,Ligue 1
ajaccio,lyon,0,2,2023-01-29,Ligue 1
psg,reims,1,1,2023-01-29,Ligue 1
angers,ajaccio,1,2,2023-02-01,Ligue 1
lille,clermont,0,0,2023-02-01,Ligue 1
nantes,marseille,0,2,2023-02-01,Ligue 1
reims,lorient,4,2,2023-02-01,Ligue 1
toulouse,troyes,4,1,2023-02-01,Ligue 1
lens,nice,0,1,2023-02-01,Ligue 1
lyon,brest,0,0,2023-02-01,Ligue 1
monaco,auxerre,3,2,2023-02-01,Ligue 1
montpellier,psg,1,3,2023-02-01,Ligue 1
rennes,strasbourg,3,0,2023-02-01,Ligue 1
psg,toulouse,2,1,2023-02-04,Ligue 1
troyes,lyon,1,3,2023-02-04,Ligue 1
rennes,lille,1,3,2023-02-04,Ligue 1
clermont,monaco,0,2,2023-02-05,Ligue 1
ajaccio,nantes,0,2,2023-02-05,Ligue 1
auxerre,reims,0,0,2023-02-05,Ligue 1
lorient,angers,0,0,2023-02-05,Ligue 1
strasbourg,montpellier,2,0,2023-02-05,Ligue 1
brest,lens,1,1,2023-02-05,Ligue 1
marseille,nice,1,3,2023-02-05,Ligue 1
nice,ajaccio,3,0,2023-02-10,Ligue 1
monaco,psg,3,1,2023-02-11,Ligue 1
clermont,marseille,0,2,2023-02-11,Ligue 1
toulouse,rennes,3,1,2023-02-12,Ligue 1
angers,auxerre,1,1,2023-02-12,Ligue 1
lille,strasbourg,2,0,2023-02-12,Ligue 1
montpellier,brest,3,0,2023-02-12,Ligue 1
reims,troyes,4,0,2023-02-12,Ligue 1
nantes,lorient,1,0,2023-02-12,Ligue 1
lyon,lens,2,1,2023-02-12,Ligue 1
auxerre,lyon,2,1,2023-02-17,Ligue 1
nice,reims,0,0,2023-02-18,Ligue 1
strasbourg,angers,2,1,2023-02-18,Ligue 1
psg,lille,4,3,2023-02-19,Ligue 1
brest,monaco,1,2,2023-02-19,Ligue 1
lorient,ajaccio,3,0,2023-02-19,Ligue 1
rennes,clermont,2,0,2023-02-19,Ligue 1
troyes,montpellier,0,1,2023-02-19,Ligue 1
lens,nantes,3,1,2023-02-19,Ligue 1
toulouse,marseille,2,3,2023-02-19,Ligue 1
lille,brest,2,1,2023-02-24,Ligue 1
angers,lyon,1,3,2023-02-25,Ligue 1
montpellier,lens,1,1,2023-02-25,Ligue 1
lorient,auxerre,0,1,2023-02-26,Ligue 1
ajaccio,troyes,2,1,2023-02-26,Ligue 1
clermont,strasbourg,1,1,2023-02-26,Ligue 1
nantes,rennes,0,1,2023-02-26,Ligue 1
reims,toulouse,3,0,2023-02-26,Ligue 1
monaco,nice,0,3,2023-02-26,Ligue 1
marseille,psg,0,3,2023-02-26,Ligue 1
nice,auxerre,1,1,2023-03-03,Ligue 1
lens,lille,1,1,2023-03-04,Ligue 1
psg,nantes,4,2,2023-03-04,Ligue 1
troyes,monaco,2,2,2023-03-05,Ligue 1
montpellier,angers,5,0,2023-03-05,Ligue 1
reims,ajaccio,1,0,2023-03-05,Ligue 1
strasbourg,brest,0,1,2023-03-05,Ligue 1
toulouse,clermont,0,1,2023-03-05,Ligue 1
lyon,lorient,0,0,2023-03-05,Ligue 1
rennes,marseille,0,1,2023-03-05,Ligue 1
lille,lyon,3,3,2023-03-10,Ligue 1
auxerre,rennes,0,0,2023-03-11,Ligue 1
brest,psg,1,2,2023-03-11,Ligue 1
clermont,lens,0,4,2023-03-12,Ligue 1
ajaccio,montpellier,0,1,2023-03-12,Ligue 1
angers,toulouse,0,2,2023-03-12,Ligue 1
lorient,troyes,2,0,2023-03-12,Ligue 1
nantes,nice,2,2,2023-03-12,Ligue 1
monaco,reims,0,1,2023-03-12,Ligue 1
marseille,strasbourg,2,2,2023-03-12,Ligue 1
lyon,nantes,1,1,2023-03-17,Ligue 1
toulouse,lille,0,2,2023-03-18,Ligue 1
lens,angers,3,0,2023-03-18,Ligue 1
ajaccio,monaco,0,2,2023-03-19,Ligue 1
montpellier,clermont,2,1,2023-03-19,Ligue 1
nice,lorient,1,1,2023-03-19,Ligue 1
strasbourg,auxerre,2,0,2023-03-19,Ligue 1
troyes,brest,2,2,2023-03-19,Ligue 1
psg,rennes,0,2,2023-03-19,Ligue 1
reims,marseille,1,2,2023-03-19,Ligue 1
marseille,montpellier,1,1,2023-03-31,Ligue 1
auxerre,troyes,1,0,2023-04-01,Ligue 1
rennes,lens,0,1,2023-04-01,Ligue 1
lille,lorient,3,1,2023-04-02,Ligue 1
angers,nice,1,1,2023-04-02,Ligue 1
brest,toulouse,3,1,2023-04-02,Ligue 1
clermont,ajaccio,2,1,2023-04-02,Ligue 1
nantes,reims,0,3,2023-04-02,Ligue 1
monaco,strasbourg,4,3,2023-04-02,Ligue 1
psg,lyon,0,1,2023-04-02,Ligue 1
lens,strasbourg,2,1,2023-04-07,Ligue 1
angers,lille,1,0,2023-04-08,Ligue 1
nice,psg,0,2,2023-04-08,Ligue 1
lyon,rennes,3,1,2023-04-09,Ligue 1
ajaccio,auxerre,0,3,2023-04-09,Ligue 1
montpellier,toulouse,1,2,2023-04-09,Ligue 1
reims,brest,1,1,2023-04-09,Ligue 1
troyes,clermont,0,2,2023-04-09,Ligue 1
nantes,monaco,2,2,2023-04-09,Ligue 1
lorient,marseille,0,0,2023-04-09,Ligue 1
toulouse,lyon,1,2,2023-04-14,Ligue 1
rennes,reims,3,0,2023-04-15,Ligue 1
psg,lens,3,1,2023-04-15,Ligue 1
lille,montpellier,2,1,2023-04-16,Ligue 1
auxerre,nantes,2,1,2023-04-16,Ligue 1
brest,nice,1,0,2023-04-16,Ligue 1
clermont,angers,2,1,2023-04-16,Ligue 1
strasbourg,ajaccio,3,1,2023-04-16,Ligue 1
monaco,lorient,3,1,2023-04-16,Ligue 1
marseille,troyes,3,1,2023-04-16,Ligue 1
angers,psg,1,2,2023-04-21,Ligue 1
auxerre,lille,1,1,2023-04-22,Ligue 1
lens,monaco,3,0,2023-04-22,Ligue 1
reims,strasbourg,0,2,2023-04-23,Ligue 1
ajaccio,brest,0,0,2023-04-23,Ligue 1
lorient,toulouse,0,1,2023-04-23,Ligue 1
nantes,troyes,2,2,2023-04-23,Ligue 1
nice,clermont,1,2,2023-04-23,Ligue 1
montpellier,rennes,1,0,2023-04-23,Ligue 1
lyon,marseille,1,2,2023-04-23,Ligue 1
strasbourg,lyon,1,2,2023-04-28,Ligue 1
lille,ajaccio,3,0,2023-04-29,Ligue 1
monaco,montpellier,0,4,2023-04-30,Ligue 1
clermont,reims,1,0,2023-04-30,Ligue 1
rennes,angers,4,2,2023-04-30,Ligue 1
troyes,nice,0,1,2023-04-30,Ligue 1
psg,lorient,1,3,2023-04-30,Ligue 1
marseille,auxerre,2,1,2023-04-30,Ligue 1
toulouse,lens,0,1,2023-05-02,Ligue 1
brest,nantes,2,0,2023-05-03,Ligue 1
nice,rennes,2,1,2023-05-06,Ligue 1
reims,lille,1,0,2023-05-06,Ligue 1
lens,marseille,2,1,2023-05-06,Ligue 1
angers,monaco,1,2,2023-05-07,Ligue 1
ajaccio,toulouse,0,0,2023-05-07,Ligue 1
auxerre,clermont,1,1,2023-05-07,Ligue 1
lorient,brest,2,1,2023-05-07,Ligue 1
nantes,strasbourg,0,2,2023-05-07,Ligue 1
lyon,montpellier,5,4,2023-05-07,Ligue 1
troyes,psg,1,3,2023-05-07,Ligue 1
lens,reims,2,1,2023-05-12,Ligue 1
strasbourg,nice,2,0,2023-05-13,Ligue 1
psg,ajaccio,5,0,2023-05-13,Ligue 1
clermont,lyon,2,1,2023-05-14,Ligue 1
brest,auxerre,1,0,2023-05-14,Ligue 1
montpellier,lorient,1,1,2023-05-14,Ligue 1
rennes,troyes,4,0,2023-05-14,Ligue 1
toulouse,nantes,0,0,2023-05-14,Ligue 1
monaco,lille,0,0,2023-05-14,Ligue 1
marseille,angers,3,1,2023-05-14,Ligue 1
lyon,monaco,3,1,2023-05-19,Ligue 1
nantes,montpellier,0,3,2023-05-20,Ligue 1
lille,marseille,2,1,2023-05-20,Ligue 1
ajaccio,rennes,0,5,2023-05-21,Ligue 1
brest,clermont,2,1,2023-05-21,Ligue 1
nice,toulouse,0,0,2023-05-21,Ligue 1
reims,angers,2,2,2023-05-21,Ligue 1
troyes,strasbourg,1,1,2023-05-21,Ligue 1
lorient,lens,1,3,2023-05-21,Ligue 1
auxerre,psg,1,2,2023-05-21,Ligue 1
angers,troyes,2,1,2023-05-27,Ligue 1
clermont,lorient,2,0,2023-05-27,Ligue 1
lens,ajaccio,3,0,2023-05-27,Ligue 1
lille,nantes,2,1,2023-05-27,Ligue 1
lyon,reims,3,0,2023-05-27,Ligue 1
marseille,brest,1,2,2023-05-27,Ligue 1
montpellier,nice,2,3,2023-05-27,Ligue 1
rennes,monaco,2,0,2023-05-27,Ligue 1
strasbourg,psg,1,1,2023-05-27,Ligue 1
toulouse,auxerre,1,1,2023-05-27,Ligue 1
ajaccio,marseille,1,0,2023-06-03,Ligue 1
auxerre,lens,1,3,2023-06-03,Ligue 1
brest,rennes,1,2,2023-06-03,Ligue 1
lorient,strasbourg,2,1,2023-06-03,Ligue 1
monaco,toulouse,1,2,2023-06-03,Ligue 1
nantes,angers,1,0,2023-06-03,Ligue 1
nice,lyon,3,1,2023-06-03,Ligue 1
psg,clermont,2,3,2023-06-03,Ligue 1
reims,montpellier,1,3,2023-06-03,Ligue 1
troyes,lille,1,1,2023-06-03,Ligue 1
groningen,nac breda,4,1,2024-08-09,Eredivisie
feyenoord,willem ii,1,1,2024-08-10,Eredivisie
nijmegen,twente,1,2,2024-08-10,Eredivisie
almere city,az alkmaar,0,1,2024-08-10,Eredivisie
psv eindhoven,waalwijk,5,1,2024-08-10,Eredivisie
sparta rotterdam,heracles,0,0,2024-08-11,Eredivisie
go ahead eagles,for sittard,0,2,2024-08-11,Eredivisie
utrecht,zwolle,1,0,2024-08-11,Eredivisie
ajax,heerenveen,1,0,2024-08-11,Eredivisie
for sittard,almere city,3,0,2024-08-16,Eredivisie
heerenveen,utrecht,1,1,2024-08-17,Eredivisie
twente,sparta rotterdam,1,1,2024-08-17,Eredivisie
az alkmaar,nijmegen,1,0,2024-08-17,Eredivisie
waalwijk,groningen,1,2,2024-08-17,Eredivisie
heracles,psv eindhoven,1,3,2024-08-18,Eredivisie
willem ii,go ahead eagles,2,0,2024-08-18,Eredivisie
zwolle,feyenoord,1,5,2024-08-18,Eredivisie
nac breda,ajax,2,1,2024-08-18,Eredivisie
nijmegen,zwolle,1,0,2024-08-24,Eredivisie
almere city,psv eindhoven,1,7,2024-08-24,Eredivisie
nac breda,utrecht,1,2,2024-08-24,Eredivisie
groningen,az alkmaar,0,0,2024-08-25,Eredivisie
heracles,willem ii,1,1,2024-08-25,Eredivisie
sparta rotterdam,feyenoord,1,1,2024-08-25,Eredivisie
go ahead eagles,waalwijk,2,0,2024-08-25,Eredivisie
waalwijk,az alkmaar,0,3,2024-08-30,Eredivisie
almere city,groningen,1,1,2024-08-31,Eredivisie
for sittard,nijmegen,0,3,2024-08-31,Eredivisie
heerenveen,nac breda,4,0,2024-08-31,Eredivisie
willem ii,sparta rotterdam,1,2,2024-08-31,Eredivisie
utrecht,twente,2,1,2024-09-01,Eredivisie
zwolle,heracles,3,0,2024-09-01,Eredivisie
psv eindhoven,go ahead eagles,3,0,2024-09-01,Eredivisie
psv eindhoven,nijmegen,2,0,2024-09-14,Eredivisie
twente,zwolle,1,1,2024-09-14,Eredivisie
groningen,feyenoord,2,2,2024-09-14,Eredivisie
nac breda,for sittard,1,0,2024-09-14,Eredivisie
az alkmaar,heerenveen,9,1,2024-09-14,Eredivisie
sparta rotterdam,go ahead eagles,1,2,2024-09-15,Eredivisie
willem ii,waalwijk,3,0,2024-09-15,Eredivisie
heracles,almere city,0,0,2024-09-15,Eredivisie
twente,heerenveen,2,0,2024-09-17,Eredivisie
ajax,for sittard,5,0,2024-09-18,Eredivisie
zwolle,az alkmaar,1,2,2024-09-20,Eredivisie
utrecht,willem ii,3,2,2024-09-21,Eredivisie
waalwijk,sparta rotterdam,1,2,2024-09-21,Eredivisie
go ahead eagles,ajax,1,1,2024-09-21,Eredivisie
nijmegen,heracles,1,2,2024-09-21,Eredivisie
heerenveen,groningen,2,1,2024-09-22,Eredivisie
almere city,twente,0,5,2024-09-22,Eredivisie
feyenoord,nac breda,2,0,2024-09-22,Eredivisie
for sittard,psv eindhoven,1,3,2024-09-22,Eredivisie
heracles,heerenveen,2,1,2024-09-27,Eredivisie
willem ii,psv eindhoven,0,2,2024-09-28,Eredivisie
nijmegen,feyenoord,1,1,2024-09-28,Eredivisie
sparta rotterdam,for sittard,1,1,2024-09-28,Eredivisie
zwolle,almere city,1,0,2024-09-29,Eredivisie
groningen,go ahead eagles,0,1,2024-09-29,Eredivisie
twente,nac breda,1,0,2024-09-29,Eredivisie
waalwijk,ajax,0,2,2024-09-29,Eredivisie
az alkmaar,utrecht,1,2,2024-09-29,Eredivisie
almere city,willem ii,0,1,2024-10-04,Eredivisie
nac breda,nijmegen,1,0,2024-10-05,Eredivisie
psv eindhoven,sparta rotterdam,2,1,2024-10-05,Eredivisie
utrecht,waalwijk,3,2,2024-10-05,Eredivisie
go ahead eagles,heracles,4,1,2024-10-06,Eredivisie
feyenoord,twente,2,1,2024-10-06,Eredivisie
heerenveen,zwolle,1,1,2024-10-06,Eredivisie
ajax,groningen,3,1,2024-10-06,Eredivisie
for sittard,az alkmaar,1,0,2024-10-06,Eredivisie
sparta rotterdam,almere city,2,2,2024-10-19,Eredivisie
az alkmaar,psv eindhoven,1,2,2024-10-19,Eredivisie
nijmegen,heerenveen,3,0,2024-10-19,Eredivisie
waalwijk,twente,2,2,2024-10-19,Eredivisie
go ahead eagles,feyenoord,1,5,2024-10-19,Eredivisie
willem ii,for sittard,0,0,2024-10-20,Eredivisie
